1.000000000000000000e+00,0.000000000000000000e+00,9.953899999999999970e-01,5.888999999999999790e-02,8.524300000000000210e-01,2.306000000000000064e-02,8.339800000000000546e-01,3.770800000000000263e-01,1.000000000000000000e+00,3.760000000000000148e-02,8.524300000000000210e-01,1.775500000000000134e-01,5.975500000000000256e-01,4.494500000000000162e-01,6.053600000000000092e-01,3.822300000000000142e-01,8.435599999999999765e-01,3.854199999999999848e-01,5.821199999999999708e-01,3.219199999999999839e-01,5.697100000000000497e-01,2.967400000000000038e-01,3.694600000000000106e-01,4.735699999999999910e-01,5.681100000000000039e-01,5.117099999999999982e-01,4.107799999999999785e-01,4.616799999999999793e-01,2.126599999999999879e-01,3.408999999999999808e-01,4.226699999999999902e-01,5.448699999999999655e-01,1.864099999999999924e-01,4.530000000000000138e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.882900000000000129e-01,9.303500000000000103e-01,3.615599999999999925e-01,1.086799999999999988e-01,9.359699999999999687e-01,1.000000000000000000e+00,4.549000000000000266e-02,5.087399999999999700e-01,6.774299999999999766e-01,3.443200000000000149e-01,6.970699999999999674e-01,5.168500000000000316e-01,9.751499999999999613e-01,5.498999999999999722e-02,6.223699999999999788e-01,3.310899999999999954e-01,1.000000000000000000e+00,1.315099999999999880e-01,4.530000000000000138e-01,1.805599999999999983e-01,3.573399999999999910e-01,2.033200000000000007e-01,2.656899999999999817e-01,2.046800000000000008e-01,1.840100000000000069e-01,1.904000000000000137e-01,1.159300000000000053e-01,1.662599999999999911e-01,6.288000000000000533e-02,1.373800000000000021e-01,2.446999999999999870e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.364999999999999936e-02,1.000000000000000000e+00,4.850000000000000144e-03,1.000000000000000000e+00,1.206200000000000050e-01,8.896500000000000519e-01,1.197999999999999933e-02,7.308200000000000252e-01,5.346000000000000058e-02,8.544300000000000228e-01,8.269999999999999574e-03,5.459100000000000064e-01,2.990000000000000036e-03,8.377499999999999947e-01,1.364400000000000057e-01,7.553499999999999659e-01,8.540000000000000369e-02,7.088700000000000001e-01,2.750199999999999867e-01,4.338500000000000134e-01,1.206200000000000050e-01,5.752800000000000136e-01,4.022000000000000020e-01,5.898400000000000309e-01,2.214500000000000079e-01,4.309999999999999942e-01,1.736499999999999988e-01,6.043600000000000083e-01,2.417999999999999872e-01,5.604500000000000037e-01,3.823799999999999977e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,7.604600000000000248e-01,1.091999999999999915e-02,8.633499999999999508e-01,2.579999999999999828e-03,8.582100000000000284e-01,3.840000000000000097e-03,7.998800000000000354e-01,2.304000000000000145e-02,8.150399999999999867e-01,1.206799999999999956e-01,8.309600000000000319e-01,7.440000000000000432e-03,8.181500000000000439e-01,8.540000000000000716e-03,8.277700000000000058e-01,6.973999999999999644e-02,7.653100000000000458e-01,3.880999999999999728e-02,7.697899999999999743e-01,1.148000000000000062e-02,7.507099999999999884e-01,1.231999999999999935e-02,7.713799999999999546e-01,3.030000000000000141e-03,7.088600000000000456e-01,1.375000000000000007e-02,6.616100000000000314e-01,8.489999999999999283e-03,6.629800000000000137e-01,1.484000000000000076e-02,6.388700000000000490e-01,1.524999999999999967e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,6.666699999999999848e-01,1.366000000000000027e-02,9.740400000000000169e-01,6.830999999999999572e-02,4.959000000000000075e-01,5.013699999999999823e-01,7.568300000000000027e-01,2.729999999999999788e-03,6.516399999999999970e-01,1.407100000000000017e-01,4.016399999999999970e-01,4.890700000000000047e-01,3.920799999999999841e-01,5.874300000000000077e-01,7.677599999999999980e-01,3.183099999999999818e-01,7.855199999999999960e-01,1.133900000000000047e-01,4.754099999999999993e-01,4.494500000000000162e-01,1.000000000000000000e+00,6.830000000000000134e-03,6.065599999999999881e-01,6.966999999999999582e-02,6.865599999999999481e-01,1.708800000000000041e-01,8.756800000000000139e-01,7.786999999999999478e-02,5.532799999999999940e-01,2.459000000000000075e-01,1.393399999999999916e-01,4.808700000000000196e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,8.350800000000000445e-01,8.297999999999999821e-02,7.373899999999999899e-01,1.470599999999999963e-01,8.434899999999999620e-01,5.566999999999999726e-02,9.044100000000000472e-01,4.621999999999999720e-02,8.939099999999999824e-01,1.313000000000000000e-01,8.119699999999999696e-01,6.722999999999999809e-02,7.930700000000000527e-01,8.928999999999999437e-02,1.000000000000000000e+00,2.101000000000000090e-02,9.663899999999999713e-01,6.618000000000000271e-02,8.760499999999999954e-01,1.154999999999999950e-02,7.752099999999999547e-01,6.618000000000000271e-02,9.537799999999999612e-01,4.202000000000000179e-02,8.347900000000000320e-01,1.229999999999999974e-03,1.000000000000000000e+00,1.281499999999999861e-01,8.666000000000000369e-01,1.071399999999999991e-01,9.054600000000000426e-01,4.306999999999999718e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.511300000000000310e-01,4.190000000000000148e-03,9.518299999999999539e-01,2.723000000000000073e-02,9.343799999999999883e-01,1.919999999999999832e-02,9.458999999999999631e-01,1.606000000000000136e-02,9.650999999999999579e-01,3.280999999999999889e-02,9.417100000000000470e-01,7.330000000000000404e-02,9.462500000000000355e-01,1.325999999999999922e-02,9.717299999999999827e-01,1.399999999999999986e-03,9.483399999999999608e-01,6.038000000000000311e-02,9.266999999999999682e-01,8.412000000000000033e-02,9.312399999999999567e-01,1.008700000000000013e-01,9.452000000000000401e-01,1.361000000000000057e-02,9.352200000000000513e-01,4.925000000000000211e-02,9.315900000000000292e-01,8.168000000000000260e-02,9.406600000000000517e-01,3.499999999999999964e-04,9.148300000000000320e-01,4.712000000000000216e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.470100000000000184e-01,3.400000000000000244e-04,9.320699999999999541e-01,3.227000000000000007e-02,9.517700000000000049e-01,3.431000000000000022e-02,9.558400000000000230e-01,2.445999999999999910e-02,9.412399999999999656e-01,1.765999999999999862e-02,9.259500000000000508e-01,4.687999999999999806e-02,9.395400000000000418e-01,1.460999999999999972e-02,9.483700000000000463e-01,2.003999999999999879e-02,9.378400000000000070e-01,1.392999999999999967e-02,9.140599999999999836e-01,7.677000000000000490e-02,8.947000000000000508e-01,6.147999999999999993e-02,9.398800000000000487e-01,3.193000000000000005e-02,9.248899999999999899e-01,2.542000000000000162e-02,9.212000000000000188e-01,2.241999999999999896e-02,9.245900000000000230e-01,4.420000000000000318e-03,9.269699999999999607e-01,5.769999999999999955e-03,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.060799999999999965e-01,1.657000000000000139e-02,9.812199999999999811e-01,1.989000000000000143e-02,9.569100000000000383e-01,3.645999999999999935e-02,8.574600000000000000e-01,1.100000000000000066e-03,8.972400000000000375e-01,3.314999999999999891e-02,8.906100000000000128e-01,1.435999999999999950e-02,9.060799999999999965e-01,4.529999999999999999e-02,9.138100000000000112e-01,8.840000000000000635e-03,8.077299999999999480e-01,1.292800000000000060e-01,8.872900000000000231e-01,1.214999999999999934e-02,9.215499999999999803e-01,2.319999999999999840e-02,9.104999999999999760e-01,2.099000000000000171e-02,8.914699999999999847e-01,7.760000000000000231e-02,8.298299999999999566e-01,1.723800000000000054e-01,9.602199999999999624e-01,3.756999999999999923e-02,8.740299999999999736e-01,1.624299999999999911e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,8.470999999999999641e-01,1.353300000000000058e-01,7.363800000000000345e-01,6.151000000000000217e-02,8.787300000000000111e-01,8.260000000000000675e-02,8.892799999999999594e-01,9.138999999999999901e-02,7.873499999999999943e-01,6.678000000000000602e-02,8.066799999999999526e-01,3.510000000000000099e-03,7.926199999999999912e-01,1.054000000000000076e-02,8.576399999999999579e-01,4.569000000000000145e-02,8.717000000000000304e-01,3.515000000000000069e-02,8.172199999999999465e-01,9.489999999999999825e-02,7.100199999999999845e-01,4.393999999999999989e-02,8.646700000000000497e-01,1.511399999999999966e-01,8.114700000000000246e-01,4.821999999999999897e-02,7.820700000000000429e-01,7.029999999999999791e-03,7.574699999999999767e-01,6.678000000000000602e-02,8.576399999999999579e-01,6.151000000000000217e-02,1.000000000000000000e+00,0.000000000000000000e+00
